cycle,name,nb_people,nb_susceptible,nb_infected,nb_resistant,#nb_dead
24,Simulation 3,1000,980,18,2,0
24,Simulation 1,1000,972,24,4,0
24,Simulation 0,1000,979,15,5,1
24,Simulation 2,1000,975,17,8,0
25,Simulation 2,1000,974,18,8,0
25,Simulation 3,1000,978,20,2,0
25,Simulation 1,1000,968,28,4,0
25,Simulation 0,1000,979,15,5,1
26,Simulation 2,1000,973,19,8,0
26,Simulation 1,1000,964,31,5,0
26,Simulation 3,1000,978,19,3,0
26,Simulation 0,1000,979,15,5,1
27,Simulation 2,1000,973,19,8,0
27,Simulation 3,1000,976,21,3,0
27,Simulation 1,1000,962,32,6,0
27,Simulation 0,1000,979,15,5,1
28,Simulation 1,1000,960,34,6,0
28,Simulation 3,1000,976,21,3,0
28,Simulation 0,1000,979,15,5,1
28,Simulation 2,1000,972,20,8,0
29,Simulation 2,1000,972,19,9,0
29,Simulation 1,1000,957,37,6,0
29,Simulation 0,1000,979,15,5,1
29,Simulation 3,1000,974,22,4,0
30,Simulation 1,1000,956,37,7,0
30,Simulation 2,1000,972,19,9,0
30,Simulation 0,1000,978,14,7,1
30,Simulation 3,1000,974,22,4,0
31,Simulation 3,1000,973,23,4,0
31,Simulation 0,1000,978,14,7,1
31,Simulation 1,1000,956,37,7,0
31,Simulation 2,1000,969,22,9,0
32,Simulation 3,1000,972,24,4,0
32,Simulation 1,1000,954,38,8,0
32,Simulation 2,1000,969,22,9,0
32,Simulation 0,1000,978,14,7,1
33,Simulation 3,1000,971,25,4,0
33,Simulation 2,1000,969,22,9,0
33,Simulation 1,1000,954,38,8,0
33,Simulation 0,1000,978,14,7,1
34,Simulation 1,1000,953,39,8,0
34,Simulation 2,1000,969,22,9,0
34,Simulation 3,1000,971,25,4,0
34,Simulation 0,1000,975,17,7,1
35,Simulation 2,1000,969,22,9,0
35,Simulation 1,1000,949,41,10,0
35,Simulation 0,1000,974,18,7,1
35,Simulation 3,1000,969,27,4,0
36,Simulation 0,1000,972,20,7,1
36,Simulation 1,1000,949,41,10,0
36,Simulation 3,1000,967,29,4,0
36,Simulation 2,1000,969,22,9,0
37,Simulation 0,1000,972,20,7,1
37,Simulation 1,1000,946,43,10,1
37,Simulation 2,1000,969,21,10,0
37,Simulation 3,1000,967,29,4,0
38,Simulation 0,1000,970,22,7,1
38,Simulation 2,1000,967,23,10,0
38,Simulation 1,1000,946,43,10,1
38,Simulation 3,1000,966,29,5,0
39,Simulation 2,1000,967,23,10,0
39,Simulation 0,1000,968,24,7,1
39,Simulation 1,1000,946,42,10,2
39,Simulation 3,1000,963,32,5,0
40,Simulation 0,1000,967,25,7,1
40,Simulation 1,1000,945,43,10,2
40,Simulation 2,1000,965,24,11,0
40,Simulation 3,1000,961,34,5,0
41,Simulation 3,1000,961,32,7,0
41,Simulation 2,1000,965,24,11,0
41,Simulation 1,1000,943,44,11,2
41,Simulation 0,1000,965,26,8,1
42,Simulation 1,1000,943,43,12,2
42,Simulation 3,1000,959,34,7,0
42,Simulation 2,1000,965,24,11,0
42,Simulation 0,1000,965,26,8,1
43,Simulation 3,1000,953,39,8,0
43,Simulation 1,1000,939,47,12,2
43,Simulation 2,1000,964,25,11,0
43,Simulation 0,1000,964,27,8,1
44,Simulation 3,1000,953,38,9,0
44,Simulation 1,1000,937,49,12,2
44,Simulation 2,1000,963,26,11,0
44,Simulation 0,1000,963,28,8,1
45,Simulation 2,1000,963,25,12,0
45,Simulation 3,1000,951,40,9,0
45,Simulation 0,1000,963,28,8,1
45,Simulation 1,1000,937,48,13,2
46,Simulation 1,1000,936,49,13,2
46,Simulation 3,1000,949,42,9,0
46,Simulation 2,1000,962,25,13,0
46,Simulation 0,1000,962,29,8,1
47,Simulation 3,1000,948,43,9,0
47,Simulation 2,1000,960,26,14,0
47,Simulation 1,1000,935,49,13,3
47,Simulation 0,1000,961,30,8,1
48,Simulation 3,1000,945,46,9,0
48,Simulation 1,1000,932,51,13,4
48,Simulation 0,1000,961,30,8,1
48,Simulation 2,1000,960,26,14,0
49,Simulation 3,1000,944,46,10,0
49,Simulation 2,1000,958,28,14,0
49,Simulation 0,1000,960,31,8,1
49,Simulation 1,1000,932,51,13,4
50,Simulation 3,1000,944,45,11,0
50,Simulation 1,1000,930,53,13,4
50,Simulation 2,1000,956,30,14,0
50,Simulation 0,1000,959,32,8,1
51,Simulation 2,1000,953,33,14,0
51,Simulation 3,1000,944,45,11,0
51,Simulation 0,1000,958,33,8,1
51,Simulation 1,1000,928,55,13,4
52,Simulation 2,1000,953,33,14,0
52,Simulation 1,1000,928,55,13,4
52,Simulation 3,1000,942,47,11,0
52,Simulation 0,1000,958,32,9,1
53,Simulation 3,1000,941,48,11,0
53,Simulation 1,1000,926,57,13,4
53,Simulation 2,1000,952,34,14,0
53,Simulation 0,1000,957,33,9,1
54,Simulation 3,1000,939,50,11,0
54,Simulation 2,1000,952,33,15,0
54,Simulation 1,1000,923,59,14,4
54,Simulation 0,1000,956,34,9,1
55,Simulation 2,1000,951,33,16,0
55,Simulation 1,1000,921,61,14,4
55,Simulation 3,1000,937,51,12,0
55,Simulation 0,1000,956,33,10,1
56,Simulation 3,1000,936,51,13,0
56,Simulation 2,1000,949,35,16,0
56,Simulation 0,1000,955,34,10,1
56,Simulation 1,1000,918,64,14,4
57,Simulation 0,1000,953,36,10,1
57,Simulation 1,1000,915,66,15,4
57,Simulation 3,1000,934,53,13,0
57,Simulation 2,1000,948,35,17,0
58,Simulation 1,1000,913,67,16,4
58,Simulation 2,1000,948,33,19,0
58,Simulation 0,1000,952,36,11,1
58,Simulation 3,1000,934,53,13,0
59,Simulation 2,1000,945,35,20,0
59,Simulation 3,1000,934,53,13,0
59,Simulation 1,1000,912,68,16,4
59,Simulation 0,1000,950,36,13,1
60,Simulation 2,1000,944,36,20,0
60,Simulation 3,1000,932,55,13,0
60,Simulation 1,1000,911,69,16,4
60,Simulation 0,1000,949,37,13,1
61,Simulation 3,1000,930,57,13,0
61,Simulation 2,1000,942,38,20,0
61,Simulation 1,1000,907,71,18,4
61,Simulation 0,1000,947,38,14,1
62,Simulation 3,1000,926,61,13,0
62,Simulation 1,1000,904,74,18,4
62,Simulation 2,1000,941,38,21,0
62,Simulation 0,1000,947,37,15,1
63,Simulation 2,1000,939,40,21,0
63,Simulation 3,1000,925,62,13,0
63,Simulation 1,1000,902,76,18,4
63,Simulation 0,1000,947,37,15,1
64,Simulation 3,1000,922,64,14,0
64,Simulation 2,1000,937,42,21,0
64,Simulation 0,1000,945,39,15,1
64,Simulation 1,1000,900,77,19,4
65,Simulation 1,1000,895,82,19,4
65,Simulation 3,1000,921,65,14,0
65,Simulation 2,1000,936,42,22,0
65,Simulation 0,1000,941,43,15,1
66,Simulation 3,1000,921,65,14,0
66,Simulation 1,1000,892,84,20,4
66,Simulation 2,1000,932,46,22,0
66,Simulation 0,1000,941,42,15,2
67,Simulation 3,1000,917,67,15,1
67,Simulation 1,1000,889,86,21,4
67,Simulation 2,1000,932,44,24,0
67,Simulation 0,1000,939,44,15,2
68,Simulation 3,1000,916,68,15,1
68,Simulation 2,1000,931,45,24,0
68,Simulation 0,1000,939,44,15,2
68,Simulation 1,1000,888,83,25,4
69,Simulation 2,1000,929,47,24,0
69,Simulation 1,1000,884,86,26,4
69,Simulation 0,1000,938,45,15,2
69,Simulation 3,1000,914,70,15,1
70,Simulation 1,1000,884,86,26,4
70,Simulation 3,1000,911,72,16,1
70,Simulation 0,1000,937,46,15,2
70,Simulation 2,1000,927,48,25,0
71,Simulation 2,1000,926,49,25,0
71,Simulation 3,1000,906,76,17,1
71,Simulation 0,1000,936,47,15,2
71,Simulation 1,1000,877,91,28,4
72,Simulation 2,1000,926,49,25,0
72,Simulation 3,1000,903,79,17,1
72,Simulation 0,1000,936,47,15,2
72,Simulation 1,1000,873,92,31,4
73,Simulation 3,1000,902,80,17,1
73,Simulation 2,1000,925,50,25,0
73,Simulation 0,1000,935,48,15,2
73,Simulation 1,1000,872,89,33,6
74,Simulation 2,1000,923,52,25,0
74,Simulation 3,1000,899,83,17,1
74,Simulation 0,1000,933,48,16,3
74,Simulation 1,1000,869,92,33,6
75,Simulation 3,1000,897,85,17,1
75,Simulation 0,1000,931,50,16,3
75,Simulation 1,1000,867,91,36,6
75,Simulation 2,1000,922,52,26,0
76,Simulation 3,1000,892,89,18,1
76,Simulation 1,1000,866,90,38,6
76,Simulation 0,1000,927,52,18,3
76,Simulation 2,1000,922,52,26,0
77,Simulation 2,1000,920,53,27,0
77,Simulation 3,1000,885,95,19,1
77,Simulation 1,1000,864,90,40,6
77,Simulation 0,1000,926,51,20,3
78,Simulation 1,1000,860,93,41,6
78,Simulation 2,1000,920,53,27,0
78,Simulation 3,1000,883,96,20,1
78,Simulation 0,1000,924,53,20,3
79,Simulation 3,1000,882,95,22,1
79,Simulation 2,1000,915,57,28,0
79,Simulation 1,1000,857,93,43,7
79,Simulation 0,1000,922,55,20,3
80,Simulation 3,1000,880,96,23,1
80,Simulation 2,1000,912,59,29,0
80,Simulation 1,1000,855,94,44,7
80,Simulation 0,1000,921,55,21,3
81,Simulation 2,1000,911,57,32,0
81,Simulation 3,1000,876,99,24,1
81,Simulation 1,1000,852,97,44,7
81,Simulation 0,1000,919,55,23,3
82,Simulation 3,1000,874,101,24,1
82,Simulation 2,1000,908,59,32,1
82,Simulation 0,1000,918,56,23,3
82,Simulation 1,1000,849,99,45,7
83,Simulation 3,1000,872,102,25,1
83,Simulation 1,1000,845,103,45,7
83,Simulation 2,1000,906,61,32,1
83,Simulation 0,1000,916,57,24,3
84,Simulation 2,1000,904,62,33,1
84,Simulation 3,1000,866,106,26,2
84,Simulation 1,1000,843,105,45,7
84,Simulation 0,1000,913,60,24,3
85,Simulation 3,1000,865,106,27,2
85,Simulation 2,1000,903,62,34,1
85,Simulation 0,1000,912,61,24,3
85,Simulation 1,1000,839,106,47,8
86,Simulation 3,1000,861,107,29,3
86,Simulation 1,1000,834,109,49,8
86,Simulation 2,1000,900,65,34,1
86,Simulation 0,1000,908,65,24,3
87,Simulation 2,1000,898,66,35,1
87,Simulation 3,1000,857,106,34,3
87,Simulation 1,1000,831,110,51,8
87,Simulation 0,1000,904,68,25,3
88,Simulation 3,1000,856,107,34,3
88,Simulation 2,1000,895,69,35,1
88,Simulation 1,1000,827,111,53,9
88,Simulation 0,1000,903,68,26,3
89,Simulation 3,1000,855,107,35,3
89,Simulation 1,1000,822,114,55,9
89,Simulation 0,1000,902,68,27,3
89,Simulation 2,1000,892,72,35,1
90,Simulation 2,1000,887,76,36,1
90,Simulation 3,1000,852,109,36,3
90,Simulation 1,1000,817,116,57,10
90,Simulation 0,1000,899,70,28,3
91,Simulation 2,1000,886,76,37,1
91,Simulation 3,1000,851,108,38,3
91,Simulation 1,1000,815,117,58,10
91,Simulation 0,1000,894,75,28,3
92,Simulation 2,1000,882,80,37,1
92,Simulation 3,1000,849,109,39,3
92,Simulation 0,1000,890,77,30,3
92,Simulation 1,1000,813,118,58,11
93,Simulation 3,1000,849,108,40,3
93,Simulation 2,1000,881,81,37,1
93,Simulation 1,1000,811,118,60,11
93,Simulation 0,1000,885,82,30,3
94,Simulation 1,1000,808,119,62,11
94,Simulation 3,1000,845,111,41,3
94,Simulation 2,1000,877,85,37,1
94,Simulation 0,1000,883,83,31,3
95,Simulation 3,1000,841,113,43,3
95,Simulation 1,1000,806,117,66,11
95,Simulation 2,1000,875,86,38,1
95,Simulation 0,1000,879,87,31,3
96,Simulation 0,1000,878,87,32,3
96,Simulation 1,1000,804,116,69,11
96,Simulation 2,1000,875,85,39,1
96,Simulation 3,1000,838,114,45,3
97,Simulation 0,1000,875,89,33,3
97,Simulation 1,1000,801,117,71,11
97,Simulation 3,1000,836,114,47,3
97,Simulation 2,1000,867,92,40,1
98,Simulation 3,1000,835,114,48,3
98,Simulation 1,1000,796,118,75,11
98,Simulation 2,1000,865,94,40,1
98,Simulation 0,1000,872,92,33,3
99,Simulation 1,1000,794,117,78,11
99,Simulation 2,1000,865,94,40,1
99,Simulation 3,1000,832,116,49,3
99,Simulation 0,1000,871,93,33,3
100,Simulation 3,1000,829,118,50,3
100,Simulation 1,1000,792,117,79,12
100,Simulation 2,1000,862,97,40,1
100,Simulation 0,1000,869,94,34,3
101,Simulation 0,1000,866,95,36,3
101,Simulation 3,1000,827,118,52,3
101,Simulation 2,1000,861,97,41,1
101,Simulation 1,1000,790,117,80,13
102,Simulation 3,1000,820,122,55,3
102,Simulation 1,1000,788,117,82,13
102,Simulation 0,1000,865,95,37,3
102,Simulation 2,1000,861,96,42,1
103,Simulation 2,1000,859,98,42,1
103,Simulation 3,1000,817,123,57,3
103,Simulation 0,1000,863,96,38,3
103,Simulation 1,1000,786,115,86,13
104,Simulation 3,1000,817,120,59,4
104,Simulation 1,1000,782,117,88,13
104,Simulation 0,1000,862,96,39,3
104,Simulation 2,1000,856,99,43,2
105,Simulation 3,1000,812,125,59,4
105,Simulation 0,1000,861,95,40,4
105,Simulation 2,1000,851,104,43,2
105,Simulation 1,1000,781,116,90,13
106,Simulation 3,1000,810,123,62,5
106,Simulation 1,1000,777,119,91,13
106,Simulation 2,1000,847,106,45,2
106,Simulation 0,1000,858,98,40,4
107,Simulation 1,1000,777,117,93,13
107,Simulation 3,1000,809,123,62,6
107,Simulation 0,1000,851,105,40,4
107,Simulation 2,1000,840,111,47,2
108,Simulation 2,1000,836,114,47,3
108,Simulation 1,1000,776,117,94,13
108,Simulation 3,1000,806,122,66,6
108,Simulation 0,1000,849,106,41,4
109,Simulation 2,1000,831,116,50,3
109,Simulation 1,1000,774,116,97,13
109,Simulation 3,1000,803,124,67,6
109,Simulation 0,1000,848,107,41,4
110,Simulation 1,1000,773,115,99,13
110,Simulation 2,1000,822,121,54,3
110,Simulation 0,1000,844,110,42,4
110,Simulation 3,1000,801,125,68,6
111,Simulation 0,1000,839,113,44,4
111,Simulation 1,1000,770,116,101,13
111,Simulation 3,1000,799,125,70,6
111,Simulation 2,1000,819,122,56,3
112,Simulation 3,1000,797,123,74,6
112,Simulation 2,1000,816,122,59,3
112,Simulation 0,1000,834,115,47,4
112,Simulation 1,1000,769,116,102,13
113,Simulation 3,1000,795,122,77,6
113,Simulation 2,1000,813,124,60,3
113,Simulation 0,1000,831,117,48,4
113,Simulation 1,1000,768,115,104,13
114,Simulation 3,1000,794,121,79,6
114,Simulation 1,1000,767,114,106,13
114,Simulation 2,1000,810,126,61,3
114,Simulation 0,1000,827,119,50,4
115,Simulation 2,1000,808,127,62,3
115,Simulation 3,1000,793,121,79,7
115,Simulation 0,1000,823,120,53,4
115,Simulation 1,1000,767,112,107,14
116,Simulation 3,1000,791,121,81,7
116,Simulation 1,1000,765,111,110,14
116,Simulation 2,1000,806,127,64,3
116,Simulation 0,1000,819,123,54,4
117,Simulation 2,1000,805,128,64,3
117,Simulation 3,1000,789,121,83,7
117,Simulation 0,1000,816,125,55,4
117,Simulation 1,1000,764,111,110,15
118,Simulation 2,1000,804,128,65,3
118,Simulation 1,1000,765,111,109,15
118,Simulation 3,1000,786,124,83,7
118,Simulation 0,1000,814,126,56,4
119,Simulation 1,1000,763,111,111,15
119,Simulation 2,1000,801,128,68,3
119,Simulation 0,1000,813,126,57,4
119,Simulation 3,1000,785,123,85,7
120,Simulation 0,1000,810,127,58,5
120,Simulation 1,1000,762,111,112,15
120,Simulation 3,1000,784,119,89,8
120,Simulation 2,1000,797,131,69,3
121,Simulation 2,1000,795,128,74,3
121,Simulation 1,1000,762,110,113,15
121,Simulation 0,1000,810,127,58,5
121,Simulation 3,1000,779,123,90,8
122,Simulation 0,1000,809,127,59,5
122,Simulation 1,1000,762,109,114,15
122,Simulation 3,1000,778,120,94,8
122,Simulation 2,1000,794,128,75,3
123,Simulation 0,1000,806,127,61,6
123,Simulation 1,1000,760,108,117,15
123,Simulation 3,1000,777,120,94,9
123,Simulation 2,1000,790,128,79,3
124,Simulation 0,1000,801,126,66,7
124,Simulation 1,1000,760,105,120,15
124,Simulation 3,1000,776,120,95,9
124,Simulation 2,1000,787,128,82,3
125,Simulation 2,1000,784,131,82,3
125,Simulation 1,1000,759,105,121,15
125,Simulation 0,1000,798,128,67,7
125,Simulation 3,1000,772,122,97,9
126,Simulation 1,1000,757,105,123,15
126,Simulation 2,1000,782,132,83,3
126,Simulation 3,1000,769,124,97,10
126,Simulation 0,1000,795,130,68,7
127,Simulation 3,1000,769,123,98,10
127,Simulation 1,1000,755,106,124,15
127,Simulation 0,1000,794,130,69,7
127,Simulation 2,1000,779,134,84,3
128,Simulation 0,1000,793,127,73,7
128,Simulation 2,1000,779,131,86,4
128,Simulation 3,1000,767,122,101,10
128,Simulation 1,1000,753,107,125,15
129,Simulation 1,1000,752,107,126,15
129,Simulation 0,1000,791,125,77,7
129,Simulation 3,1000,766,122,102,10
129,Simulation 2,1000,775,130,91,4
130,Simulation 0,1000,789,125,79,7
130,Simulation 3,1000,764,120,105,11
130,Simulation 1,1000,750,107,128,15
130,Simulation 2,1000,775,129,92,4
131,Simulation 2,1000,774,128,93,5
131,Simulation 3,1000,762,120,107,11
131,Simulation 1,1000,750,105,129,16
131,Simulation 0,1000,785,128,79,8
132,Simulation 3,1000,760,120,108,12
132,Simulation 2,1000,771,130,94,5
132,Simulation 0,1000,785,127,80,8
132,Simulation 1,1000,749,105,130,16
133,Simulation 1,1000,748,105,131,16
133,Simulation 0,1000,783,129,80,8
133,Simulation 3,1000,758,120,110,12
133,Simulation 2,1000,767,134,94,5
134,Simulation 1,1000,746,107,131,16
134,Simulation 3,1000,755,121,112,12
134,Simulation 2,1000,763,136,95,6
134,Simulation 0,1000,781,129,82,8
135,Simulation 1,1000,747,107,130,16
135,Simulation 0,1000,777,131,84,8
135,Simulation 3,1000,752,120,115,13
135,Simulation 2,1000,763,135,96,6
136,Simulation 1,1000,747,107,130,16
136,Simulation 0,1000,777,127,88,8
136,Simulation 2,1000,761,132,101,6
136,Simulation 3,1000,750,120,117,13
137,Simulation 1,1000,746,107,131,16
137,Simulation 3,1000,747,121,119,13
137,Simulation 0,1000,773,130,89,8
137,Simulation 2,1000,760,133,101,6
138,Simulation 3,1000,746,121,120,13
138,Simulation 0,1000,770,131,91,8
138,Simulation 1,1000,744,107,133,16
138,Simulation 2,1000,758,133,102,7
139,Simulation 3,1000,742,122,123,13
139,Simulation 2,1000,754,135,103,8
139,Simulation 1,1000,741,107,135,17
139,Simulation 0,1000,768,130,94,8
140,Simulation 1,1000,740,107,136,17
140,Simulation 2,1000,750,137,105,8
140,Simulation 3,1000,741,122,123,14
140,Simulation 0,1000,766,129,96,9
141,Simulation 1,1000,738,107,138,17
141,Simulation 2,1000,746,138,108,8
141,Simulation 3,1000,738,124,124,14
141,Simulation 0,1000,765,129,97,9
142,Simulation 0,1000,762,129,100,9
142,Simulation 3,1000,738,124,124,14
142,Simulation 2,1000,745,136,111,8
142,Simulation 1,1000,738,107,138,17
143,Simulation 3,1000,737,124,125,14
143,Simulation 1,1000,738,107,138,17
143,Simulation 2,1000,746,135,111,8
143,Simulation 0,1000,759,126,106,9
144,Simulation 0,1000,756,126,108,10
144,Simulation 2,1000,742,137,113,8
144,Simulation 3,1000,736,124,126,14
144,Simulation 1,1000,738,107,138,17
145,Simulation 1,1000,736,108,139,17
145,Simulation 0,1000,754,127,109,10
145,Simulation 2,1000,742,135,115,8
145,Simulation 3,1000,735,124,127,14
146,Simulation 0,1000,751,128,111,10
146,Simulation 3,1000,732,126,128,14
146,Simulation 2,1000,740,135,117,8
146,Simulation 1,1000,734,109,140,17
147,Simulation 1,1000,732,111,140,17
147,Simulation 3,1000,731,127,128,14
147,Simulation 0,1000,748,127,114,11
147,Simulation 2,1000,740,131,120,9
148,Simulation 2,1000,740,131,120,9
148,Simulation 1,1000,731,111,141,17
148,Simulation 3,1000,731,127,128,14
148,Simulation 0,1000,746,128,115,11
149,Simulation 0,1000,746,127,116,11
149,Simulation 2,1000,739,127,125,9
149,Simulation 3,1000,730,127,129,14
149,Simulation 1,1000,730,111,142,17
150,Simulation 1,1000,728,109,146,17
150,Simulation 2,1000,738,127,126,9
150,Simulation 3,1000,729,126,131,14
150,Simulation 0,1000,745,127,117,11
151,Simulation 0,1000,744,125,120,11
151,Simulation 2,1000,737,127,127,9
151,Simulation 3,1000,727,122,137,14
151,Simulation 1,1000,728,109,146,17
152,Simulation 3,1000,727,121,138,14
152,Simulation 2,1000,737,125,129,9
152,Simulation 0,1000,743,125,121,11
152,Simulation 1,1000,728,108,147,17
153,Simulation 2,1000,735,127,129,9
153,Simulation 1,1000,728,107,148,17
153,Simulation 3,1000,726,120,140,14
153,Simulation 0,1000,741,127,121,11
154,Simulation 1,1000,726,107,149,18
154,Simulation 0,1000,738,127,124,11
154,Simulation 3,1000,722,124,140,14
154,Simulation 2,1000,735,126,130,9
155,Simulation 2,1000,734,126,131,9
155,Simulation 1,1000,726,104,152,18
155,Simulation 3,1000,722,121,143,14
155,Simulation 0,1000,735,129,125,11
156,Simulation 0,1000,734,129,126,11
156,Simulation 2,1000,733,124,133,10
156,Simulation 3,1000,721,120,145,14
156,Simulation 1,1000,726,102,154,18
157,Simulation 0,1000,730,132,127,11
157,Simulation 3,1000,719,121,146,14
157,Simulation 2,1000,732,126,132,10
157,Simulation 1,1000,725,104,153,18
158,Simulation 0,1000,730,132,127,11
158,Simulation 2,1000,731,126,133,10
158,Simulation 1,1000,724,100,158,18
158,Simulation 3,1000,718,122,146,14
159,Simulation 2,1000,730,126,134,10
159,Simulation 1,1000,722,99,161,18
159,Simulation 0,1000,730,130,128,12
159,Simulation 3,1000,716,119,151,14
160,Simulation 2,1000,729,125,135,11
160,Simulation 3,1000,714,120,152,14
160,Simulation 1,1000,718,101,163,18
160,Simulation 0,1000,729,128,130,13
161,Simulation 1,1000,715,103,164,18
161,Simulation 2,1000,727,124,138,11
161,Simulation 0,1000,729,126,131,14
161,Simulation 3,1000,713,120,153,14
162,Simulation 1,1000,713,104,165,18
162,Simulation 3,1000,712,120,154,14
162,Simulation 2,1000,725,125,139,11
162,Simulation 0,1000,729,125,132,14
163,Simulation 2,1000,724,124,141,11
163,Simulation 1,1000,709,107,166,18
163,Simulation 3,1000,711,120,155,14
163,Simulation 0,1000,728,124,134,14
164,Simulation 3,1000,709,120,157,14
164,Simulation 1,1000,706,111,165,18
164,Simulation 2,1000,723,123,143,11
164,Simulation 0,1000,726,124,136,14
165,Simulation 1,1000,703,112,167,18
165,Simulation 0,1000,724,124,138,14
165,Simulation 3,1000,708,120,158,14
165,Simulation 2,1000,722,123,144,11
166,Simulation 0,1000,723,126,137,14
166,Simulation 1,1000,703,110,169,18
166,Simulation 3,1000,707,117,161,15
166,Simulation 2,1000,721,123,145,11
167,Simulation 2,1000,719,122,148,11
167,Simulation 3,1000,704,118,163,15
167,Simulation 0,1000,720,127,139,14
167,Simulation 1,1000,702,107,173,18
168,Simulation 3,1000,704,118,163,15
168,Simulation 0,1000,718,129,139,14
168,Simulation 1,1000,698,109,175,18
168,Simulation 2,1000,717,124,148,11
169,Simulation 1,1000,694,113,175,18
169,Simulation 2,1000,716,122,150,12
169,Simulation 0,1000,717,129,140,14
169,Simulation 3,1000,703,118,164,15
170,Simulation 0,1000,717,129,140,14
170,Simulation 3,1000,703,118,164,15
170,Simulation 2,1000,716,116,156,12
170,Simulation 1,1000,691,113,178,18
171,Simulation 0,1000,716,126,144,14
171,Simulation 3,1000,702,114,169,15
171,Simulation 2,1000,715,116,157,12
171,Simulation 1,1000,689,113,180,18
172,Simulation 1,1000,683,117,182,18
172,Simulation 2,1000,714,117,156,13
