cycle,name,nb_people,nb_susceptible,nb_infected,nb_resistant,#nb_dead
24,Simulation 2,1000,967,29,4,0
24,Simulation 1,1000,974,22,4,0
24,Simulation 0,1000,977,16,6,1
24,Simulation 3,1000,981,11,8,0
25,Simulation 3,1000,979,13,8,0
25,Simulation 2,1000,961,35,4,0
25,Simulation 1,1000,974,22,4,0
25,Simulation 0,1000,977,16,6,1
26,Simulation 3,1000,976,16,8,0
26,Simulation 0,1000,977,16,6,1
26,Simulation 2,1000,959,37,4,0
26,Simulation 1,1000,974,22,4,0
27,Simulation 3,1000,976,15,9,0
27,Simulation 1,1000,973,23,4,0
27,Simulation 0,1000,977,16,6,1
27,Simulation 2,1000,959,37,4,0
28,Simulation 3,1000,976,15,9,0
28,Simulation 0,1000,975,18,6,1
28,Simulation 2,1000,957,39,4,0
28,Simulation 1,1000,973,23,4,0
29,Simulation 3,1000,976,15,9,0
29,Simulation 1,1000,973,23,4,0
29,Simulation 0,1000,975,18,6,1
29,Simulation 2,1000,956,40,4,0
30,Simulation 0,1000,974,19,6,1
30,Simulation 1,1000,970,26,4,0
30,Simulation 2,1000,954,41,5,0
30,Simulation 3,1000,976,15,9,0
31,Simulation 3,1000,975,16,9,0
31,Simulation 1,1000,969,27,4,0
31,Simulation 2,1000,952,42,6,0
31,Simulation 0,1000,973,19,7,1
32,Simulation 2,1000,950,43,7,0
32,Simulation 3,1000,974,17,9,0
32,Simulation 0,1000,973,18,8,1
32,Simulation 1,1000,965,31,4,0
33,Simulation 2,1000,950,43,7,0
33,Simulation 3,1000,973,16,11,0
33,Simulation 0,1000,971,20,8,1
33,Simulation 1,1000,962,34,4,0
34,Simulation 3,1000,972,16,12,0
34,Simulation 2,1000,947,46,7,0
34,Simulation 1,1000,961,35,4,0
34,Simulation 0,1000,968,23,8,1
35,Simulation 2,1000,946,47,7,0
35,Simulation 3,1000,971,17,12,0
35,Simulation 1,1000,959,37,4,0
35,Simulation 0,1000,966,24,8,2
36,Simulation 2,1000,945,47,8,0
36,Simulation 3,1000,969,19,12,0
36,Simulation 0,1000,965,25,8,2
36,Simulation 1,1000,959,37,4,0
37,Simulation 3,1000,967,21,12,0
37,Simulation 0,1000,964,26,8,2
37,Simulation 1,1000,956,39,5,0
37,Simulation 2,1000,945,47,8,0
38,Simulation 1,1000,954,41,5,0
38,Simulation 3,1000,967,21,12,0
38,Simulation 0,1000,964,26,8,2
38,Simulation 2,1000,942,50,8,0
39,Simulation 3,1000,967,20,12,1
39,Simulation 0,1000,962,28,8,2
39,Simulation 2,1000,942,49,9,0
39,Simulation 1,1000,952,43,5,0
40,Simulation 3,1000,966,21,12,1
40,Simulation 0,1000,962,28,8,2
40,Simulation 2,1000,939,52,9,0
40,Simulation 1,1000,950,45,5,0
41,Simulation 2,1000,935,56,9,0
41,Simulation 3,1000,965,22,12,1
41,Simulation 0,1000,958,32,8,2
41,Simulation 1,1000,949,46,5,0
42,Simulation 2,1000,933,57,9,1
42,Simulation 3,1000,965,22,12,1
42,Simulation 0,1000,957,33,8,2
42,Simulation 1,1000,948,47,5,0
43,Simulation 3,1000,964,23,12,1
43,Simulation 0,1000,954,36,8,2
43,Simulation 2,1000,932,58,9,1
43,Simulation 1,1000,944,50,6,0
44,Simulation 0,1000,954,35,9,2
44,Simulation 3,1000,961,25,12,2
44,Simulation 2,1000,926,64,9,1
44,Simulation 1,1000,943,51,6,0
45,Simulation 3,1000,959,27,12,2
45,Simulation 2,1000,925,64,10,1
45,Simulation 0,1000,952,35,11,2
45,Simulation 1,1000,939,54,6,1
46,Simulation 0,1000,952,35,11,2
46,Simulation 3,1000,958,28,12,2
46,Simulation 2,1000,923,65,10,2
46,Simulation 1,1000,938,55,6,1
47,Simulation 2,1000,920,68,10,2
47,Simulation 0,1000,951,36,11,2
47,Simulation 3,1000,956,30,12,2
47,Simulation 1,1000,938,54,7,1
48,Simulation 2,1000,920,68,10,2
48,Simulation 0,1000,951,35,12,2
48,Simulation 1,1000,937,54,7,2
48,Simulation 3,1000,956,30,12,2
49,Simulation 2,1000,916,72,10,2
49,Simulation 1,1000,935,56,7,2
49,Simulation 3,1000,956,30,12,2
49,Simulation 0,1000,950,36,12,2
50,Simulation 3,1000,954,31,13,2
50,Simulation 0,1000,949,37,12,2
50,Simulation 2,1000,912,75,11,2
50,Simulation 1,1000,935,55,8,2
51,Simulation 1,1000,935,54,9,2
51,Simulation 3,1000,953,31,13,3
51,Simulation 0,1000,946,39,13,2
51,Simulation 2,1000,909,77,12,2
52,Simulation 0,1000,946,39,13,2
52,Simulation 3,1000,951,33,13,3
52,Simulation 1,1000,935,54,9,2
52,Simulation 2,1000,908,77,13,2
53,Simulation 0,1000,945,39,14,2
53,Simulation 3,1000,951,32,14,3
53,Simulation 2,1000,907,77,14,2
53,Simulation 1,1000,933,56,9,2
54,Simulation 2,1000,904,78,15,3
54,Simulation 0,1000,945,38,15,2
54,Simulation 3,1000,949,34,14,3
54,Simulation 1,1000,930,59,9,2
55,Simulation 0,1000,944,39,15,2
55,Simulation 3,1000,946,36,15,3
55,Simulation 1,1000,930,59,9,2
55,Simulation 2,1000,902,79,16,3
56,Simulation 1,1000,929,60,9,2
56,Simulation 0,1000,944,39,15,2
56,Simulation 3,1000,945,36,15,4
56,Simulation 2,1000,896,85,16,3
57,Simulation 3,1000,944,36,16,4
57,Simulation 0,1000,943,39,15,3
57,Simulation 1,1000,928,61,9,2
57,Simulation 2,1000,892,88,17,3
58,Simulation 3,1000,941,39,16,4
58,Simulation 2,1000,890,90,17,3
58,Simulation 1,1000,925,64,9,2
58,Simulation 0,1000,943,39,15,3
59,Simulation 0,1000,942,40,15,3
59,Simulation 3,1000,940,40,16,4
59,Simulation 2,1000,890,88,19,3
59,Simulation 1,1000,923,66,9,2
60,Simulation 2,1000,884,93,20,3
60,Simulation 0,1000,940,42,15,3
60,Simulation 1,1000,916,71,11,2
60,Simulation 3,1000,939,41,16,4
61,Simulation 0,1000,939,43,15,3
61,Simulation 2,1000,881,94,22,3
61,Simulation 3,1000,939,41,16,4
61,Simulation 1,1000,915,71,12,2
62,Simulation 2,1000,874,99,24,3
62,Simulation 0,1000,937,45,15,3
62,Simulation 1,1000,912,72,14,2
62,Simulation 3,1000,937,42,17,4
63,Simulation 2,1000,872,100,25,3
63,Simulation 0,1000,935,45,16,4
63,Simulation 1,1000,909,75,14,2
63,Simulation 3,1000,935,44,17,4
64,Simulation 0,1000,934,46,16,4
64,Simulation 2,1000,870,99,28,3
64,Simulation 3,1000,934,45,17,4
64,Simulation 1,1000,907,75,15,3
65,Simulation 3,1000,934,44,18,4
65,Simulation 2,1000,867,102,28,3
65,Simulation 0,1000,932,48,16,4
65,Simulation 1,1000,905,76,16,3
66,Simulation 0,1000,932,48,16,4
66,Simulation 2,1000,864,104,29,3
66,Simulation 3,1000,933,45,18,4
66,Simulation 1,1000,903,77,17,3
67,Simulation 2,1000,861,104,31,4
67,Simulation 3,1000,931,46,19,4
67,Simulation 1,1000,903,77,17,3
67,Simulation 0,1000,929,50,17,4
68,Simulation 2,1000,859,106,31,4
68,Simulation 0,1000,925,53,18,4
68,Simulation 3,1000,928,48,20,4
68,Simulation 1,1000,901,79,17,3
69,Simulation 0,1000,925,53,18,4
69,Simulation 2,1000,856,106,34,4
69,Simulation 1,1000,900,80,17,3
69,Simulation 3,1000,926,49,21,4
70,Simulation 3,1000,926,48,22,4
70,Simulation 2,1000,852,109,35,4
70,Simulation 0,1000,921,57,18,4
70,Simulation 1,1000,897,81,19,3
71,Simulation 0,1000,920,57,19,4
71,Simulation 2,1000,847,111,38,4
71,Simulation 3,1000,921,53,22,4
71,Simulation 1,1000,893,84,20,3
72,Simulation 2,1000,844,113,39,4
72,Simulation 0,1000,918,58,20,4
72,Simulation 1,1000,888,87,22,3
72,Simulation 3,1000,920,53,23,4
73,Simulation 1,1000,883,89,25,3
73,Simulation 2,1000,840,115,41,4
73,Simulation 3,1000,919,54,23,4
73,Simulation 0,1000,916,60,20,4
74,Simulation 0,1000,912,64,20,4
74,Simulation 2,1000,837,116,43,4
74,Simulation 3,1000,915,56,25,4
74,Simulation 1,1000,879,93,25,3
75,Simulation 1,1000,877,95,25,3
75,Simulation 2,1000,835,116,45,4
75,Simulation 0,1000,909,66,21,4
75,Simulation 3,1000,914,56,26,4
76,Simulation 0,1000,907,68,21,4
76,Simulation 1,1000,875,93,29,3
76,Simulation 2,1000,832,117,47,4
76,Simulation 3,1000,910,59,27,4
77,Simulation 2,1000,830,117,49,4
77,Simulation 0,1000,907,66,23,4
77,Simulation 1,1000,872,94,31,3
77,Simulation 3,1000,908,58,30,4
78,Simulation 2,1000,829,118,49,4
78,Simulation 0,1000,904,67,25,4
78,Simulation 3,1000,906,59,30,5
78,Simulation 1,1000,867,97,33,3
79,Simulation 0,1000,900,71,25,4
79,Simulation 1,1000,863,101,33,3
79,Simulation 2,1000,827,117,51,5
79,Simulation 3,1000,902,62,31,5
80,Simulation 2,1000,825,116,54,5
80,Simulation 1,1000,860,102,34,4
80,Simulation 3,1000,900,63,32,5
80,Simulation 0,1000,894,77,25,4
81,Simulation 1,1000,859,102,35,4
81,Simulation 3,1000,896,66,33,5
81,Simulation 2,1000,824,117,54,5
81,Simulation 0,1000,888,83,25,4
82,Simulation 2,1000,821,118,55,6
82,Simulation 1,1000,853,106,37,4
82,Simulation 3,1000,895,67,33,5
82,Simulation 0,1000,884,85,27,4
83,Simulation 3,1000,895,66,34,5
83,Simulation 0,1000,880,88,28,4
83,Simulation 2,1000,818,120,55,7
83,Simulation 1,1000,850,107,39,4
84,Simulation 3,1000,893,68,34,5
84,Simulation 1,1000,847,108,41,4
84,Simulation 2,1000,815,119,58,8
84,Simulation 0,1000,878,89,29,4
85,Simulation 2,1000,813,121,58,8
85,Simulation 1,1000,839,113,44,4
85,Simulation 0,1000,878,88,30,4
85,Simulation 3,1000,892,68,35,5
86,Simulation 1,1000,837,114,45,4
86,Simulation 2,1000,810,121,61,8
86,Simulation 0,1000,876,89,31,4
86,Simulation 3,1000,891,68,36,5
87,Simulation 2,1000,808,119,65,8
87,Simulation 3,1000,889,70,36,5
87,Simulation 0,1000,870,94,32,4
87,Simulation 1,1000,836,113,47,4
88,Simulation 2,1000,806,119,67,8
88,Simulation 1,1000,833,116,47,4
88,Simulation 3,1000,889,70,36,5
88,Simulation 0,1000,870,93,32,5
89,Simulation 0,1000,865,97,32,6
89,Simulation 1,1000,824,121,51,4
89,Simulation 2,1000,803,120,69,8
89,Simulation 3,1000,886,73,36,5
90,Simulation 3,1000,885,72,38,5
90,Simulation 2,1000,800,122,70,8
90,Simulation 1,1000,821,124,51,4
90,Simulation 0,1000,861,98,35,6
91,Simulation 3,1000,884,73,38,5
91,Simulation 2,1000,800,122,70,8
91,Simulation 1,1000,818,123,55,4
91,Simulation 0,1000,858,98,37,7
92,Simulation 3,1000,883,74,38,5
92,Simulation 1,1000,816,122,58,4
92,Simulation 2,1000,796,121,75,8
92,Simulation 0,1000,857,98,38,7
93,Simulation 1,1000,814,123,59,4
93,Simulation 0,1000,853,101,39,7
93,Simulation 2,1000,792,124,76,8
93,Simulation 3,1000,881,76,38,5
94,Simulation 2,1000,789,125,78,8
94,Simulation 3,1000,879,78,38,5
94,Simulation 0,1000,849,103,41,7
94,Simulation 1,1000,812,123,61,4
95,Simulation 1,1000,809,124,62,5
95,Simulation 2,1000,786,126,80,8
95,Simulation 3,1000,879,76,40,5
95,Simulation 0,1000,844,106,43,7
96,Simulation 3,1000,875,79,41,5
96,Simulation 0,1000,843,107,43,7
96,Simulation 2,1000,785,126,81,8
96,Simulation 1,1000,807,125,63,5
97,Simulation 3,1000,870,84,41,5
97,Simulation 1,1000,805,124,66,5
97,Simulation 2,1000,783,126,83,8
97,Simulation 0,1000,840,110,43,7
98,Simulation 1,1000,803,125,66,6
98,Simulation 2,1000,782,126,84,8
98,Simulation 3,1000,864,89,42,5
98,Simulation 0,1000,832,116,45,7
99,Simulation 0,1000,826,121,46,7
99,Simulation 1,1000,802,122,70,6
99,Simulation 2,1000,781,125,86,8
99,Simulation 3,1000,860,93,42,5
100,Simulation 3,1000,859,92,44,5
100,Simulation 2,1000,781,124,87,8
100,Simulation 1,1000,798,123,73,6
100,Simulation 0,1000,824,122,47,7
101,Simulation 3,1000,856,92,47,5
101,Simulation 0,1000,820,124,49,7
101,Simulation 2,1000,780,124,88,8
101,Simulation 1,1000,790,127,76,7
102,Simulation 1,1000,787,126,80,7
102,Simulation 0,1000,818,121,54,7
102,Simulation 3,1000,855,92,47,6
102,Simulation 2,1000,778,123,91,8
103,Simulation 0,1000,816,118,58,8
103,Simulation 1,1000,782,130,81,7
103,Simulation 3,1000,849,97,48,6
103,Simulation 2,1000,775,127,90,8
104,Simulation 0,1000,815,119,58,8
104,Simulation 1,1000,779,131,83,7
104,Simulation 2,1000,773,127,92,8
104,Simulation 3,1000,847,98,49,6
105,Simulation 0,1000,815,117,58,10
105,Simulation 2,1000,769,129,94,8
105,Simulation 1,1000,777,132,84,7
105,Simulation 3,1000,841,104,49,6
106,Simulation 3,1000,838,107,49,6
106,Simulation 1,1000,775,131,87,7
106,Simulation 2,1000,769,129,94,8
106,Simulation 0,1000,813,119,58,10
107,Simulation 0,1000,808,124,58,10
107,Simulation 3,1000,836,108,50,6
107,Simulation 1,1000,773,130,90,7
107,Simulation 2,1000,766,130,96,8
108,Simulation 2,1000,764,132,96,8
108,Simulation 1,1000,773,130,90,7
108,Simulation 0,1000,803,128,59,10
108,Simulation 3,1000,834,108,52,6
109,Simulation 2,1000,762,133,97,8
109,Simulation 3,1000,831,110,53,6
109,Simulation 0,1000,799,131,60,10
109,Simulation 1,1000,771,129,93,7
110,Simulation 0,1000,795,135,60,10
110,Simulation 3,1000,825,113,56,6
110,Simulation 2,1000,761,131,100,8
110,Simulation 1,1000,768,131,94,7
111,Simulation 2,1000,760,129,102,9
111,Simulation 0,1000,791,135,63,11
111,Simulation 1,1000,768,128,97,7
111,Simulation 3,1000,825,112,57,6
112,Simulation 1,1000,768,128,97,7
112,Simulation 2,1000,758,129,104,9
112,Simulation 0,1000,787,138,64,11
112,Simulation 3,1000,821,111,62,6
113,Simulation 2,1000,758,128,105,9
113,Simulation 0,1000,785,137,67,11
113,Simulation 3,1000,818,113,63,6
113,Simulation 1,1000,765,130,98,7
114,Simulation 2,1000,758,126,107,9
114,Simulation 1,1000,765,129,99,7
114,Simulation 3,1000,814,116,64,6
114,Simulation 0,1000,781,139,69,11
115,Simulation 0,1000,778,139,71,12
115,Simulation 1,1000,764,129,100,7
115,Simulation 2,1000,758,124,109,9
115,Simulation 3,1000,808,119,67,6
116,Simulation 3,1000,802,123,69,6
116,Simulation 1,1000,761,129,103,7
116,Simulation 0,1000,776,139,73,12
116,Simulation 2,1000,755,125,111,9
117,Simulation 1,1000,757,131,105,7
117,Simulation 0,1000,773,139,76,12
117,Simulation 2,1000,755,123,113,9
117,Simulation 3,1000,801,124,69,6
118,Simulation 1,1000,756,131,106,7
118,Simulation 3,1000,798,128,68,6
118,Simulation 2,1000,754,123,114,9
118,Simulation 0,1000,773,135,80,12
119,Simulation 0,1000,772,132,84,12
119,Simulation 1,1000,756,129,108,7
119,Simulation 2,1000,752,125,114,9
119,Simulation 3,1000,794,127,73,6
120,Simulation 1,1000,755,129,109,7
120,Simulation 2,1000,750,124,117,9
120,Simulation 3,1000,793,127,74,6
120,Simulation 0,1000,770,133,85,12
121,Simulation 0,1000,769,133,86,12
121,Simulation 3,1000,792,127,75,6
121,Simulation 1,1000,755,128,110,7
121,Simulation 2,1000,747,126,118,9
122,Simulation 2,1000,744,129,118,9
122,Simulation 0,1000,767,135,86,12
122,Simulation 3,1000,790,127,77,6
122,Simulation 1,1000,755,127,111,7
123,Simulation 1,1000,752,127,113,8
123,Simulation 2,1000,743,127,121,9
123,Simulation 3,1000,789,126,79,6
123,Simulation 0,1000,765,134,87,14
124,Simulation 2,1000,743,125,122,10
124,Simulation 1,1000,751,126,115,8
124,Simulation 0,1000,764,136,86,14
124,Simulation 3,1000,780,131,83,6
125,Simulation 2,1000,743,124,123,10
125,Simulation 3,1000,778,129,87,6
125,Simulation 1,1000,750,127,115,8
125,Simulation 0,1000,760,137,89,14
126,Simulation 2,1000,742,124,124,10
126,Simulation 3,1000,775,129,89,7
126,Simulation 0,1000,759,138,89,14
126,Simulation 1,1000,750,127,115,8
127,Simulation 2,1000,740,125,125,10
127,Simulation 0,1000,758,136,92,14
127,Simulation 3,1000,772,132,89,7
127,Simulation 1,1000,750,127,115,8
128,Simulation 0,1000,756,138,92,14
128,Simulation 2,1000,739,126,125,10
128,Simulation 3,1000,767,134,92,7
128,Simulation 1,1000,748,128,116,8
129,Simulation 3,1000,766,131,96,7
129,Simulation 1,1000,747,125,120,8
129,Simulation 2,1000,738,125,126,11
129,Simulation 0,1000,755,138,93,14
130,Simulation 0,1000,752,138,96,14
130,Simulation 2,1000,736,125,128,11
130,Simulation 3,1000,765,130,98,7
130,Simulation 1,1000,747,124,121,8
131,Simulation 0,1000,750,139,97,14
131,Simulation 2,1000,734,123,131,12
131,Simulation 1,1000,746,124,122,8
131,Simulation 3,1000,764,129,100,7
132,Simulation 1,1000,746,120,126,8
132,Simulation 2,1000,731,122,135,12
132,Simulation 0,1000,749,137,99,15
132,Simulation 3,1000,759,133,101,7
133,Simulation 0,1000,747,137,101,15
133,Simulation 2,1000,729,122,137,12
133,Simulation 1,1000,744,121,127,8
133,Simulation 3,1000,757,134,102,7
134,Simulation 0,1000,747,137,101,15
134,Simulation 2,1000,727,123,138,12
134,Simulation 3,1000,749,142,102,7
134,Simulation 1,1000,743,121,128,8
135,Simulation 0,1000,746,135,104,15
135,Simulation 1,1000,742,120,130,8
135,Simulation 2,1000,727,121,140,12
135,Simulation 3,1000,748,141,104,7
136,Simulation 1,1000,739,121,131,9
136,Simulation 0,1000,743,137,105,15
136,Simulation 2,1000,724,122,142,12
136,Simulation 3,1000,748,140,105,7
137,Simulation 0,1000,742,138,105,15
137,Simulation 2,1000,722,122,144,12
137,Simulation 3,1000,746,139,108,7
137,Simulation 1,1000,738,122,131,9
138,Simulation 3,1000,745,138,110,7
138,Simulation 1,1000,737,120,134,9
138,Simulation 0,1000,739,139,107,15
138,Simulation 2,1000,720,120,148,12
139,Simulation 2,1000,720,119,149,12
139,Simulation 3,1000,743,139,111,7
139,Simulation 0,1000,739,137,109,15
139,Simulation 1,1000,733,121,137,9
140,Simulation 0,1000,736,139,110,15
140,Simulation 2,1000,719,119,150,12
140,Simulation 1,1000,733,119,138,10
140,Simulation 3,1000,739,142,112,7
141,Simulation 0,1000,735,137,113,15
141,Simulation 2,1000,717,119,152,12
141,Simulation 1,1000,732,120,138,10
141,Simulation 3,1000,739,140,114,7
142,Simulation 2,1000,715,123,150,12
142,Simulation 0,1000,732,137,116,15
142,Simulation 1,1000,732,119,139,10
142,Simulation 3,1000,737,141,115,7
143,Simulation 0,1000,732,130,123,15
143,Simulation 3,1000,736,142,115,7
143,Simulation 2,1000,715,122,151,12
143,Simulation 1,1000,730,120,140,10
144,Simulation 0,1000,732,129,124,15
144,Simulation 2,1000,715,119,154,12
144,Simulation 1,1000,729,118,143,10
144,Simulation 3,1000,734,140,119,7
145,Simulation 1,1000,728,118,144,10
145,Simulation 0,1000,732,128,125,15
145,Simulation 2,1000,714,118,156,12
145,Simulation 3,1000,731,141,121,7
146,Simulation 3,1000,729,140,124,7
146,Simulation 1,1000,727,118,145,10
146,Simulation 2,1000,713,115,159,13
146,Simulation 0,1000,731,128,125,16
147,Simulation 1,1000,726,118,146,10
147,Simulation 2,1000,712,115,160,13
147,Simulation 0,1000,730,124,130,16
147,Simulation 3,1000,728,140,125,7
148,Simulation 0,1000,729,124,131,16
148,Simulation 1,1000,725,118,147,10
148,Simulation 2,1000,711,115,161,13
148,Simulation 3,1000,726,140,127,7
149,Simulation 1,1000,725,118,147,10
149,Simulation 2,1000,709,114,164,13
149,Simulation 0,1000,728,122,134,16
149,Simulation 3,1000,724,138,130,8
150,Simulation 2,1000,708,111,168,13
150,Simulation 0,1000,728,121,135,16
150,Simulation 3,1000,722,139,131,8
150,Simulation 1,1000,724,117,149,10
151,Simulation 1,1000,725,115,150,10
151,Simulation 0,1000,727,121,136,16
151,Simulation 3,1000,720,138,134,8
151,Simulation 2,1000,708,109,170,13
152,Simulation 1,1000,723,115,152,10
152,Simulation 0,1000,726,121,137,16
152,Simulation 2,1000,705,111,171,13
152,Simulation 3,1000,718,136,138,8
153,Simulation 1,1000,723,113,154,10
153,Simulation 2,1000,704,111,172,13
153,Simulation 3,1000,715,138,139,8
153,Simulation 0,1000,726,119,139,16
154,Simulation 1,1000,720,114,156,10
154,Simulation 3,1000,712,140,140,8
154,Simulation 0,1000,726,119,139,16
154,Simulation 2,1000,702,111,174,13
155,Simulation 2,1000,700,111,176,13
155,Simulation 3,1000,712,139,141,8
155,Simulation 0,1000,720,121,142,17
155,Simulation 1,1000,719,113,158,10
156,Simulation 2,1000,699,111,177,13
156,Simulation 1,1000,719,113,158,10
156,Simulation 0,1000,717,124,142,17
156,Simulation 3,1000,708,142,142,8
157,Simulation 1,1000,719,111,160,10
157,Simulation 3,1000,708,141,143,8
157,Simulation 0,1000,715,125,143,17
157,Simulation 2,1000,698,110,179,13
158,Simulation 3,1000,704,144,144,8
158,Simulation 0,1000,715,122,146,17
158,Simulation 1,1000,719,110,161,10
158,Simulation 2,1000,697,110,180,13
159,Simulation 0,1000,714,120,149,17
159,Simulation 2,1000,696,108,183,13
159,Simulation 1,1000,718,110,162,10
159,Simulation 3,1000,702,146,144,8
160,Simulation 2,1000,695,108,184,13
160,Simulation 0,1000,713,120,150,17
160,Simulation 1,1000,717,110,163,10
160,Simulation 3,1000,699,147,146,8
161,Simulation 0,1000,712,118,152,18
161,Simulation 3,1000,695,151,146,8
161,Simulation 2,1000,694,106,187,13
161,Simulation 1,1000,715,111,164,10
162,Simulation 3,1000,695,148,149,8
162,Simulation 1,1000,715,109,166,10
162,Simulation 0,1000,712,118,152,18
162,Simulation 2,1000,693,106,188,13
163,Simulation 2,1000,692,104,190,14
163,Simulation 1,1000,715,109,166,10
163,Simulation 0,1000,711,116,155,18
163,Simulation 3,1000,694,147,151,8
164,Simulation 1,1000,714,107,169,10
164,Simulation 0,1000,711,115,156,18
164,Simulation 3,1000,693,146,153,8
164,Simulation 2,1000,691,104,191,14
165,Simulation 0,1000,710,113,159,18
165,Simulation 2,1000,691,104,191,14
165,Simulation 1,1000,713,105,172,10
165,Simulation 3,1000,694,145,153,8
166,Simulation 1,1000,712,104,174,10
166,Simulation 0,1000,710,113,159,18
166,Simulation 3,1000,693,144,155,8
166,Simulation 2,1000,690,104,191,15
167,Simulation 2,1000,689,104,192,15
167,Simulation 1,1000,710,105,175,10
167,Simulation 3,1000,693,142,157,8
167,Simulation 0,1000,708,115,159,18
168,Simulation 2,1000,687,106,192,15
168,Simulation 0,1000,706,116,160,18
168,Simulation 1,1000,708,107,175,10
168,Simulation 3,1000,691,137,164,8
169,Simulation 0,1000,705,115,162,18
169,Simulation 2,1000,687,105,193,15
169,Simulation 1,1000,706,107,177,10
169,Simulation 3,1000,691,135,165,9
170,Simulation 3,1000,689,135,166,10
170,Simulation 0,1000,705,112,165,18
170,Simulation 1,1000,704,106,180,10
170,Simulation 2,1000,687,104,194,15
171,Simulation 3,1000,690,134,166,10
171,Simulation 0,1000,703,111,168,18
171,Simulation 1,1000,703,105,181,11
171,Simulation 2,1000,687,103,195,15
172,Simulation 2,1000,686,102,197,15
172,Simulation 3,1000,688,135,167,10
