cycle,name,nb_people,nb_susceptible,nb_infected,nb_resistant,#nb_dead
24,Simulation 0,1000,978,16,5,1
24,Simulation 2,1000,968,27,4,1
24,Simulation 1,1000,982,16,2,0
24,Simulation 3,1000,980,18,1,1
25,Simulation 1,1000,981,17,2,0
25,Simulation 3,1000,980,18,1,1
25,Simulation 0,1000,977,17,5,1
25,Simulation 2,1000,966,29,4,1
26,Simulation 1,1000,981,17,2,0
26,Simulation 0,1000,976,16,6,2
26,Simulation 2,1000,966,29,4,1
26,Simulation 3,1000,980,18,1,1
27,Simulation 3,1000,980,18,1,1
27,Simulation 1,1000,981,17,2,0
27,Simulation 2,1000,966,28,5,1
27,Simulation 0,1000,974,17,7,2
28,Simulation 0,1000,974,16,8,2
28,Simulation 2,1000,964,29,6,1
28,Simulation 3,1000,978,20,1,1
28,Simulation 1,1000,981,17,2,0
29,Simulation 3,1000,978,20,1,1
29,Simulation 0,1000,974,16,8,2
29,Simulation 2,1000,963,30,6,1
29,Simulation 1,1000,980,18,2,0
30,Simulation 3,1000,978,20,1,1
30,Simulation 0,1000,973,17,8,2
30,Simulation 2,1000,961,31,7,1
30,Simulation 1,1000,980,18,2,0
31,Simulation 3,1000,977,20,2,1
31,Simulation 0,1000,972,18,8,2
31,Simulation 2,1000,957,35,7,1
31,Simulation 1,1000,980,18,2,0
32,Simulation 3,1000,975,20,3,2
32,Simulation 2,1000,956,34,9,1
32,Simulation 1,1000,980,18,2,0
32,Simulation 0,1000,972,17,9,2
33,Simulation 2,1000,955,34,10,1
33,Simulation 0,1000,970,19,9,2
33,Simulation 1,1000,978,20,2,0
33,Simulation 3,1000,973,22,3,2
34,Simulation 2,1000,954,33,12,1
34,Simulation 0,1000,968,20,10,2
34,Simulation 1,1000,977,21,2,0
34,Simulation 3,1000,971,24,3,2
35,Simulation 3,1000,970,25,3,2
35,Simulation 0,1000,967,21,10,2
35,Simulation 1,1000,977,21,2,0
35,Simulation 2,1000,953,33,13,1
36,Simulation 0,1000,965,21,12,2
36,Simulation 2,1000,953,33,13,1
36,Simulation 1,1000,977,20,2,1
36,Simulation 3,1000,970,24,4,2
37,Simulation 3,1000,968,26,4,2
37,Simulation 0,1000,964,22,12,2
37,Simulation 2,1000,952,34,13,1
37,Simulation 1,1000,977,20,2,1
38,Simulation 3,1000,967,27,4,2
38,Simulation 2,1000,951,34,14,1
38,Simulation 0,1000,962,24,12,2
38,Simulation 1,1000,977,20,2,1
39,Simulation 0,1000,961,25,12,2
39,Simulation 1,1000,977,20,2,1
39,Simulation 2,1000,950,35,14,1
39,Simulation 3,1000,965,28,5,2
40,Simulation 0,1000,961,25,12,2
40,Simulation 3,1000,964,28,6,2
40,Simulation 2,1000,948,37,14,1
40,Simulation 1,1000,977,20,2,1
41,Simulation 3,1000,963,29,6,2
41,Simulation 2,1000,945,40,14,1
41,Simulation 1,1000,975,22,2,1
41,Simulation 0,1000,959,27,12,2
42,Simulation 3,1000,961,30,7,2
42,Simulation 2,1000,945,40,14,1
42,Simulation 1,1000,975,22,2,1
42,Simulation 0,1000,958,28,12,2
43,Simulation 3,1000,961,29,8,2
43,Simulation 1,1000,973,23,2,2
43,Simulation 0,1000,957,28,13,2
43,Simulation 2,1000,945,40,14,1
44,Simulation 1,1000,972,22,3,3
44,Simulation 0,1000,957,28,13,2
44,Simulation 2,1000,945,40,14,1
44,Simulation 3,1000,961,29,8,2
45,Simulation 0,1000,957,27,14,2
45,Simulation 2,1000,942,42,15,1
45,Simulation 1,1000,971,23,3,3
45,Simulation 3,1000,960,29,9,2
46,Simulation 1,1000,970,24,3,3
46,Simulation 3,1000,957,30,11,2
46,Simulation 0,1000,954,30,14,2
46,Simulation 2,1000,941,43,15,1
47,Simulation 1,1000,967,27,3,3
47,Simulation 0,1000,953,30,15,2
47,Simulation 3,1000,955,32,11,2
47,Simulation 2,1000,941,43,15,1
48,Simulation 0,1000,953,29,16,2
48,Simulation 2,1000,939,45,15,1
48,Simulation 1,1000,967,27,3,3
48,Simulation 3,1000,954,33,11,2
49,Simulation 3,1000,953,32,13,2
49,Simulation 2,1000,936,48,15,1
49,Simulation 0,1000,951,31,16,2
49,Simulation 1,1000,967,27,3,3
50,Simulation 0,1000,951,31,16,2
50,Simulation 2,1000,936,47,16,1
50,Simulation 3,1000,951,33,14,2
50,Simulation 1,1000,967,27,3,3
51,Simulation 3,1000,950,34,14,2
51,Simulation 2,1000,936,46,17,1
51,Simulation 0,1000,948,34,16,2
51,Simulation 1,1000,967,27,3,3
52,Simulation 0,1000,948,34,16,2
52,Simulation 1,1000,963,31,3,3
52,Simulation 2,1000,936,46,17,1
52,Simulation 3,1000,949,35,14,2
53,Simulation 1,1000,963,31,3,3
53,Simulation 2,1000,934,48,17,1
53,Simulation 0,1000,946,36,16,2
53,Simulation 3,1000,947,37,14,2
54,Simulation 1,1000,961,33,3,3
54,Simulation 3,1000,944,40,14,2
54,Simulation 2,1000,934,48,17,1
54,Simulation 0,1000,944,38,16,2
55,Simulation 1,1000,959,35,3,3
55,Simulation 3,1000,942,42,14,2
55,Simulation 2,1000,929,52,18,1
55,Simulation 0,1000,943,39,16,2
56,Simulation 3,1000,940,44,14,2
56,Simulation 1,1000,958,35,4,3
56,Simulation 0,1000,942,40,16,2
56,Simulation 2,1000,928,53,18,1
57,Simulation 1,1000,958,35,4,3
57,Simulation 2,1000,927,52,20,1
57,Simulation 3,1000,940,44,14,2
57,Simulation 0,1000,938,44,16,2
58,Simulation 0,1000,934,48,16,2
58,Simulation 1,1000,956,37,4,3
58,Simulation 2,1000,927,52,20,1
58,Simulation 3,1000,938,46,14,2
59,Simulation 0,1000,931,51,16,2
59,Simulation 2,1000,927,51,21,1
59,Simulation 3,1000,935,48,15,2
59,Simulation 1,1000,956,37,4,3
60,Simulation 1,1000,956,37,4,3
60,Simulation 3,1000,934,49,15,2
60,Simulation 0,1000,929,52,17,2
60,Simulation 2,1000,926,51,22,1
61,Simulation 0,1000,929,52,17,2
61,Simulation 1,1000,953,40,4,3
61,Simulation 2,1000,925,51,23,1
61,Simulation 3,1000,932,51,15,2
62,Simulation 1,1000,950,43,4,3
62,Simulation 0,1000,928,53,17,2
62,Simulation 3,1000,930,53,15,2
62,Simulation 2,1000,925,50,24,1
63,Simulation 3,1000,928,53,17,2
63,Simulation 1,1000,949,44,4,3
63,Simulation 2,1000,922,53,24,1
63,Simulation 0,1000,928,52,18,2
64,Simulation 2,1000,922,53,24,1
64,Simulation 3,1000,925,56,17,2
64,Simulation 1,1000,948,45,4,3
64,Simulation 0,1000,928,51,19,2
65,Simulation 3,1000,923,58,17,2
65,Simulation 2,1000,921,54,24,1
65,Simulation 1,1000,947,46,4,3
65,Simulation 0,1000,924,54,20,2
66,Simulation 1,1000,946,47,4,3
66,Simulation 2,1000,921,53,25,1
66,Simulation 0,1000,922,56,20,2
66,Simulation 3,1000,922,59,17,2
67,Simulation 2,1000,919,53,25,3
67,Simulation 3,1000,921,60,17,2
67,Simulation 0,1000,918,59,21,2
67,Simulation 1,1000,943,49,5,3
68,Simulation 2,1000,917,55,25,3
68,Simulation 1,1000,942,49,5,4
68,Simulation 0,1000,915,61,22,2
68,Simulation 3,1000,915,66,17,2
69,Simulation 3,1000,913,67,17,3
69,Simulation 2,1000,913,59,25,3
69,Simulation 1,1000,940,51,5,4
69,Simulation 0,1000,912,64,22,2
70,Simulation 0,1000,908,67,23,2
70,Simulation 3,1000,908,70,19,3
70,Simulation 2,1000,910,60,27,3
70,Simulation 1,1000,939,51,6,4
71,Simulation 3,1000,905,73,19,3
71,Simulation 0,1000,900,75,23,2
71,Simulation 2,1000,909,59,29,3
71,Simulation 1,1000,934,55,6,5
72,Simulation 2,1000,909,59,29,3
72,Simulation 1,1000,932,57,6,5
72,Simulation 3,1000,901,77,19,3
72,Simulation 0,1000,897,77,24,2
73,Simulation 2,1000,908,58,30,4
73,Simulation 0,1000,896,78,24,2
73,Simulation 3,1000,897,79,21,3
73,Simulation 1,1000,931,58,6,5
74,Simulation 0,1000,894,80,24,2
74,Simulation 2,1000,904,61,31,4
74,Simulation 1,1000,929,59,7,5
74,Simulation 3,1000,895,80,22,3
75,Simulation 3,1000,893,81,22,4
75,Simulation 1,1000,927,61,7,5
75,Simulation 2,1000,902,62,32,4
75,Simulation 0,1000,889,83,26,2
76,Simulation 3,1000,890,82,24,4
76,Simulation 2,1000,899,64,33,4
76,Simulation 1,1000,926,61,8,5
76,Simulation 0,1000,886,86,26,2
77,Simulation 3,1000,887,85,24,4
77,Simulation 2,1000,897,65,34,4
77,Simulation 1,1000,925,61,8,6
77,Simulation 0,1000,883,89,26,2
78,Simulation 3,1000,886,85,25,4
78,Simulation 0,1000,879,92,27,2
78,Simulation 2,1000,895,66,35,4
78,Simulation 1,1000,918,67,9,6
79,Simulation 0,1000,876,93,29,2
79,Simulation 1,1000,916,68,10,6
79,Simulation 2,1000,893,68,35,4
79,Simulation 3,1000,882,89,25,4
80,Simulation 3,1000,877,94,25,4
80,Simulation 0,1000,871,97,30,2
80,Simulation 2,1000,893,66,37,4
80,Simulation 1,1000,914,69,11,6
81,Simulation 2,1000,891,67,38,4
81,Simulation 0,1000,862,104,32,2
81,Simulation 1,1000,913,70,11,6
81,Simulation 3,1000,873,96,27,4
82,Simulation 1,1000,911,71,12,6
82,Simulation 0,1000,860,105,33,2
82,Simulation 3,1000,871,98,27,4
82,Simulation 2,1000,886,70,40,4
83,Simulation 0,1000,853,109,35,3
83,Simulation 3,1000,868,99,29,4
83,Simulation 1,1000,909,72,13,6
83,Simulation 2,1000,884,71,41,4
84,Simulation 0,1000,849,113,35,3
84,Simulation 2,1000,880,75,41,4
84,Simulation 3,1000,863,103,30,4
84,Simulation 1,1000,906,75,13,6
85,Simulation 1,1000,905,76,13,6
85,Simulation 2,1000,879,76,41,4
85,Simulation 3,1000,862,104,30,4
85,Simulation 0,1000,844,117,36,3
86,Simulation 2,1000,878,77,41,4
86,Simulation 3,1000,861,103,32,4
86,Simulation 1,1000,902,78,14,6
86,Simulation 0,1000,840,117,40,3
87,Simulation 2,1000,877,77,42,4
87,Simulation 0,1000,840,116,41,3
87,Simulation 3,1000,858,103,35,4
87,Simulation 1,1000,900,80,14,6
88,Simulation 3,1000,854,105,37,4
88,Simulation 0,1000,839,117,41,3
88,Simulation 2,1000,876,77,43,4
88,Simulation 1,1000,897,83,14,6
89,Simulation 3,1000,852,104,40,4
89,Simulation 1,1000,895,82,17,6
89,Simulation 0,1000,836,119,42,3
89,Simulation 2,1000,875,77,44,4
90,Simulation 0,1000,834,119,44,3
90,Simulation 3,1000,849,105,41,5
90,Simulation 1,1000,895,81,18,6
90,Simulation 2,1000,866,83,47,4
91,Simulation 2,1000,861,86,49,4
91,Simulation 3,1000,844,109,42,5
91,Simulation 0,1000,832,121,44,3
91,Simulation 1,1000,892,84,18,6
92,Simulation 2,1000,857,90,49,4
92,Simulation 3,1000,840,111,44,5
92,Simulation 0,1000,832,120,45,3
92,Simulation 1,1000,887,87,20,6
93,Simulation 2,1000,855,92,49,4
93,Simulation 3,1000,838,113,44,5
93,Simulation 0,1000,828,122,47,3
93,Simulation 1,1000,885,87,22,6
94,Simulation 2,1000,854,92,50,4
94,Simulation 0,1000,823,126,48,3
94,Simulation 1,1000,884,88,22,6
94,Simulation 3,1000,837,111,47,5
95,Simulation 2,1000,854,91,51,4
95,Simulation 0,1000,821,127,49,3
95,Simulation 3,1000,835,112,48,5
95,Simulation 1,1000,884,88,22,6
96,Simulation 3,1000,834,112,49,5
96,Simulation 2,1000,854,90,52,4
96,Simulation 0,1000,821,126,50,3
96,Simulation 1,1000,883,87,24,6
97,Simulation 3,1000,832,113,50,5
97,Simulation 2,1000,851,90,55,4
97,Simulation 1,1000,879,89,26,6
97,Simulation 0,1000,818,124,55,3
98,Simulation 2,1000,849,92,55,4
98,Simulation 0,1000,814,125,58,3
98,Simulation 1,1000,878,90,26,6
98,Simulation 3,1000,829,116,50,5
99,Simulation 2,1000,847,94,55,4
99,Simulation 3,1000,828,116,51,5
99,Simulation 0,1000,812,125,60,3
99,Simulation 1,1000,877,91,26,6
100,Simulation 1,1000,875,92,27,6
100,Simulation 0,1000,809,125,63,3
100,Simulation 3,1000,827,116,52,5
100,Simulation 2,1000,841,98,57,4
101,Simulation 2,1000,838,100,58,4
101,Simulation 3,1000,823,116,54,7
101,Simulation 1,1000,871,93,30,6
101,Simulation 0,1000,806,127,64,3
102,Simulation 3,1000,822,116,55,7
102,Simulation 0,1000,805,124,68,3
102,Simulation 2,1000,837,100,59,4
102,Simulation 1,1000,869,93,32,6
103,Simulation 2,1000,833,103,60,4
103,Simulation 1,1000,867,94,33,6
103,Simulation 0,1000,804,123,70,3
103,Simulation 3,1000,821,117,55,7
104,Simulation 0,1000,804,123,70,3
104,Simulation 3,1000,816,120,56,8
104,Simulation 2,1000,830,106,60,4
104,Simulation 1,1000,865,95,34,6
105,Simulation 1,1000,864,96,34,6
105,Simulation 3,1000,814,120,58,8
105,Simulation 0,1000,804,122,71,3
105,Simulation 2,1000,828,107,61,4
106,Simulation 3,1000,814,120,58,8
106,Simulation 0,1000,802,120,75,3
106,Simulation 2,1000,824,110,62,4
106,Simulation 1,1000,860,99,35,6
107,Simulation 0,1000,802,119,76,3
107,Simulation 2,1000,821,111,64,4
107,Simulation 1,1000,854,102,38,6
107,Simulation 3,1000,810,123,59,8
108,Simulation 2,1000,820,110,66,4
108,Simulation 3,1000,808,122,61,9
108,Simulation 0,1000,801,120,76,3
108,Simulation 1,1000,849,104,41,6
109,Simulation 3,1000,807,121,63,9
109,Simulation 1,1000,845,106,43,6
109,Simulation 0,1000,800,120,77,3
109,Simulation 2,1000,817,109,70,4
110,Simulation 2,1000,817,108,71,4
110,Simulation 0,1000,796,121,80,3
110,Simulation 3,1000,807,119,65,9
110,Simulation 1,1000,840,108,46,6
111,Simulation 3,1000,806,116,68,10
111,Simulation 1,1000,838,107,49,6
111,Simulation 2,1000,816,108,72,4
111,Simulation 0,1000,795,120,82,3
112,Simulation 0,1000,795,120,82,3
112,Simulation 3,1000,804,118,68,10
112,Simulation 2,1000,815,108,73,4
112,Simulation 1,1000,835,108,51,6
113,Simulation 2,1000,810,111,75,4
113,Simulation 0,1000,794,119,84,3
113,Simulation 3,1000,805,117,68,10
113,Simulation 1,1000,833,110,51,6
114,Simulation 2,1000,806,113,77,4
114,Simulation 3,1000,804,117,69,10
114,Simulation 0,1000,794,118,85,3
114,Simulation 1,1000,825,117,52,6
115,Simulation 2,1000,804,115,77,4
115,Simulation 1,1000,822,119,53,6
115,Simulation 0,1000,793,118,86,3
115,Simulation 3,1000,802,118,70,10
116,Simulation 3,1000,799,119,72,10
116,Simulation 2,1000,805,114,77,4
116,Simulation 0,1000,792,115,90,3
116,Simulation 1,1000,817,121,56,6
117,Simulation 2,1000,803,113,80,4
117,Simulation 1,1000,814,123,57,6
117,Simulation 0,1000,792,113,92,3
117,Simulation 3,1000,795,119,76,10
118,Simulation 2,1000,797,115,84,4
118,Simulation 3,1000,793,119,78,10
118,Simulation 1,1000,812,125,57,6
118,Simulation 0,1000,791,112,94,3
119,Simulation 3,1000,790,120,80,10
119,Simulation 1,1000,812,123,59,6
119,Simulation 0,1000,789,109,99,3
119,Simulation 2,1000,796,114,86,4
120,Simulation 2,1000,793,115,88,4
120,Simulation 3,1000,785,124,81,10
120,Simulation 1,1000,808,125,61,6
120,Simulation 0,1000,790,106,101,3
121,Simulation 2,1000,791,116,89,4
121,Simulation 0,1000,788,108,101,3
121,Simulation 1,1000,804,129,61,6
121,Simulation 3,1000,784,118,88,10
122,Simulation 1,1000,803,127,64,6
122,Simulation 3,1000,783,117,90,10
122,Simulation 0,1000,788,108,101,3
122,Simulation 2,1000,790,114,92,4
123,Simulation 0,1000,789,107,101,3
123,Simulation 1,1000,802,126,66,6
123,Simulation 3,1000,781,117,92,10
123,Simulation 2,1000,790,113,93,4
124,Simulation 1,1000,800,125,69,6
124,Simulation 3,1000,781,116,93,10
124,Simulation 0,1000,787,109,101,3
124,Simulation 2,1000,787,113,96,4
125,Simulation 0,1000,786,109,102,3
125,Simulation 3,1000,780,116,94,10
125,Simulation 2,1000,786,111,99,4
125,Simulation 1,1000,797,127,70,6
126,Simulation 0,1000,785,108,104,3
126,Simulation 1,1000,797,126,71,6
126,Simulation 2,1000,786,110,100,4
126,Simulation 3,1000,779,115,96,10
127,Simulation 3,1000,777,116,97,10
127,Simulation 0,1000,786,105,105,4
127,Simulation 2,1000,785,110,101,4
127,Simulation 1,1000,795,127,72,6
128,Simulation 3,1000,776,115,98,11
128,Simulation 2,1000,784,108,104,4
128,Simulation 0,1000,785,105,106,4
128,Simulation 1,1000,796,125,73,6
129,Simulation 0,1000,784,106,106,4
129,Simulation 1,1000,795,123,76,6
129,Simulation 2,1000,785,105,106,4
129,Simulation 3,1000,775,115,99,11
130,Simulation 0,1000,782,108,106,4
130,Simulation 3,1000,774,115,100,11
130,Simulation 2,1000,783,107,106,4
130,Simulation 1,1000,794,124,76,6
131,Simulation 0,1000,782,109,105,4
131,Simulation 3,1000,774,111,104,11
131,Simulation 2,1000,783,106,107,4
131,Simulation 1,1000,793,125,76,6
132,Simulation 2,1000,783,105,108,4
132,Simulation 1,1000,791,127,76,6
132,Simulation 3,1000,773,111,105,11
132,Simulation 0,1000,782,108,106,4
133,Simulation 0,1000,781,109,106,4
133,Simulation 3,1000,773,112,104,11
133,Simulation 2,1000,781,104,111,4
133,Simulation 1,1000,789,128,77,6
134,Simulation 0,1000,779,111,106,4
134,Simulation 3,1000,772,111,106,11
134,Simulation 1,1000,787,128,77,8
134,Simulation 2,1000,780,104,112,4
135,Simulation 3,1000,771,111,107,11
135,Simulation 0,1000,778,111,107,4
135,Simulation 2,1000,780,101,115,4
135,Simulation 1,1000,786,124,82,8
136,Simulation 3,1000,768,111,109,12
136,Simulation 0,1000,778,111,107,4
136,Simulation 1,1000,784,125,83,8
136,Simulation 2,1000,776,102,118,4
137,Simulation 3,1000,768,108,111,13
137,Simulation 2,1000,776,100,120,4
137,Simulation 1,1000,782,126,84,8
137,Simulation 0,1000,777,110,108,5
138,Simulation 1,1000,780,124,88,8
138,Simulation 3,1000,767,106,114,13
138,Simulation 0,1000,776,109,110,5
138,Simulation 2,1000,772,102,121,5
139,Simulation 0,1000,776,107,112,5
139,Simulation 1,1000,779,124,89,8
139,Simulation 3,1000,768,105,114,13
139,Simulation 2,1000,772,100,123,5
140,Simulation 1,1000,778,121,93,8
140,Simulation 3,1000,767,105,115,13
140,Simulation 0,1000,774,106,115,5
140,Simulation 2,1000,771,99,124,6
141,Simulation 3,1000,765,107,115,13
141,Simulation 0,1000,775,104,115,6
141,Simulation 2,1000,768,100,125,7
141,Simulation 1,1000,776,122,94,8
142,Simulation 2,1000,763,103,127,7
142,Simulation 3,1000,761,108,118,13
142,Simulation 0,1000,776,102,116,6
142,Simulation 1,1000,772,123,96,9
143,Simulation 3,1000,760,108,119,13
143,Simulation 2,1000,761,104,128,7
143,Simulation 1,1000,772,121,98,9
143,Simulation 0,1000,776,102,116,6
144,Simulation 0,1000,776,100,118,6
144,Simulation 3,1000,760,108,119,13
144,Simulation 1,1000,770,121,100,9
144,Simulation 2,1000,760,104,129,7
145,Simulation 1,1000,771,119,101,9
145,Simulation 3,1000,758,108,121,13
145,Simulation 2,1000,759,104,130,7
145,Simulation 0,1000,775,97,122,6
146,Simulation 3,1000,756,107,123,14
146,Simulation 1,1000,768,119,104,9
146,Simulation 0,1000,774,97,123,6
146,Simulation 2,1000,757,106,130,7
147,Simulation 2,1000,756,108,129,7
147,Simulation 3,1000,756,104,126,14
147,Simulation 0,1000,771,98,125,6
147,Simulation 1,1000,767,120,104,9
148,Simulation 3,1000,754,104,128,14
148,Simulation 1,1000,767,119,105,9
148,Simulation 2,1000,752,109,132,7
148,Simulation 0,1000,770,99,125,6
149,Simulation 0,1000,768,99,127,6
149,Simulation 2,1000,753,107,133,7
149,Simulation 1,1000,768,118,105,9
149,Simulation 3,1000,755,102,129,14
150,Simulation 2,1000,750,109,134,7
150,Simulation 0,1000,768,98,128,6
150,Simulation 1,1000,767,117,107,9
150,Simulation 3,1000,754,102,130,14
151,Simulation 0,1000,767,95,131,7
151,Simulation 3,1000,754,102,130,14
151,Simulation 1,1000,764,115,111,10
151,Simulation 2,1000,745,112,135,8
152,Simulation 2,1000,743,112,137,8
152,Simulation 0,1000,766,93,134,7
152,Simulation 1,1000,764,112,114,10
152,Simulation 3,1000,753,101,132,14
153,Simulation 2,1000,742,113,137,8
153,Simulation 3,1000,750,100,136,14
153,Simulation 0,1000,764,94,135,7
153,Simulation 1,1000,764,109,117,10
154,Simulation 1,1000,765,105,120,10
154,Simulation 0,1000,763,95,135,7
154,Simulation 2,1000,741,113,138,8
154,Simulation 3,1000,748,100,138,14
155,Simulation 2,1000,739,112,141,8
155,Simulation 0,1000,763,94,136,7
155,Simulation 3,1000,747,100,139,14
155,Simulation 1,1000,764,103,123,10
156,Simulation 2,1000,736,111,145,8
156,Simulation 0,1000,763,93,137,7
156,Simulation 1,1000,764,101,125,10
156,Simulation 3,1000,746,99,141,14
157,Simulation 3,1000,743,101,142,14
157,Simulation 2,1000,733,113,146,8
157,Simulation 1,1000,765,99,126,10
157,Simulation 0,1000,758,96,139,7
158,Simulation 2,1000,731,113,148,8
158,Simulation 3,1000,741,100,145,14
158,Simulation 1,1000,763,99,127,11
158,Simulation 0,1000,754,96,143,7
159,Simulation 0,1000,750,99,144,7
159,Simulation 1,1000,761,100,128,11
159,Simulation 3,1000,733,106,147,14
159,Simulation 2,1000,728,114,150,8
160,Simulation 3,1000,734,102,150,14
160,Simulation 0,1000,750,99,144,7
160,Simulation 2,1000,727,115,150,8
160,Simulation 1,1000,761,97,131,11
161,Simulation 0,1000,746,102,145,7
161,Simulation 3,1000,733,102,151,14
161,Simulation 1,1000,760,98,131,11
161,Simulation 2,1000,723,116,153,8
162,Simulation 0,1000,745,99,148,8
162,Simulation 3,1000,734,100,152,14
162,Simulation 2,1000,717,120,155,8
162,Simulation 1,1000,759,96,133,12
163,Simulation 0,1000,743,100,149,8
163,Simulation 3,1000,730,103,153,14
163,Simulation 1,1000,753,101,134,12
163,Simulation 2,1000,716,122,154,8
164,Simulation 3,1000,727,103,156,14
164,Simulation 2,1000,715,124,153,8
164,Simulation 1,1000,753,101,134,12
164,Simulation 0,1000,740,103,149,8
165,Simulation 2,1000,714,123,154,9
165,Simulation 1,1000,751,102,135,12
165,Simulation 0,1000,740,102,150,8
165,Simulation 3,1000,726,102,158,14
166,Simulation 1,1000,749,102,137,12
166,Simulation 0,1000,741,101,150,8
166,Simulation 2,1000,714,121,156,9
166,Simulation 3,1000,726,101,159,14
167,Simulation 1,1000,749,100,139,12
167,Simulation 3,1000,725,102,159,14
167,Simulation 0,1000,734,107,151,8
167,Simulation 2,1000,712,122,157,9
168,Simulation 3,1000,722,104,160,14
168,Simulation 0,1000,729,110,152,9
168,Simulation 1,1000,744,100,143,13
168,Simulation 2,1000,711,123,157,9
169,Simulation 0,1000,722,113,155,10
169,Simulation 1,1000,744,100,143,13
169,Simulation 2,1000,711,121,158,10
169,Simulation 3,1000,717,109,160,14
170,Simulation 0,1000,718,113,158,11
170,Simulation 3,1000,716,108,161,15
170,Simulation 1,1000,740,104,143,13
170,Simulation 2,1000,709,122,159,10
171,Simulation 2,1000,708,123,159,10
171,Simulation 3,1000,716,108,161,15
171,Simulation 1,1000,738,105,144,13
171,Simulation 0,1000,717,113,159,11
172,Simulation 0,1000,713,115,161,11
172,Simulation 2,1000,706,125,159,10
